date,home,away,home_score,away_score,neutral,tournament,city,country
2023-06-17,Norway,Scotland,1.0,2.0,False,UEFA Euro qualification,Oslo,Norway
2023-06-17,Faroe Islands,Czechia,0.0,3.0,False,UEFA Euro qualification,Tórshavn,Faroe Islands
2023-06-17,Belgium,Austria,1.0,1.0,False,UEFA Euro qualification,Brussels,Belgium
2023-06-17,Portugal,Bosnia and Herzegovina,3.0,0.0,False,UEFA Euro qualification,Lisbon,Portugal
2023-06-17,Uzbekistan,Tajikistan,5.0,1.0,False,CAFA Nations Cup,Tashkent,Uzbekistan
2023-06-17,Zambia,Côte d'Ivoire,3.0,0.0,False,African Cup of Nations qualification,Ndola,Zambia
2023-06-17,Equatorial Guinea,Tunisia,1.0,0.0,False,African Cup of Nations qualification,Malabo,Equatorial Guinea
2023-06-17,South Africa,Morocco,2.0,1.0,False,African Cup of Nations qualification,Johannesburg,South Africa
2023-06-17,Benin,Senegal,1.0,1.0,False,African Cup of Nations qualification,Cotonou,Benin
2023-06-18,Panama,Mexico,0.0,1.0,True,CONCACAF Nations League,Las Vegas,United States
2023-06-18,United States,Canada,2.0,0.0,False,CONCACAF Nations League,Las Vegas,United States
2023-06-18,Egypt,South Sudan,3.0,0.0,False,Friendly,Cairo,Egypt
2023-06-18,Paraguay,Nicaragua,2.0,0.0,False,Friendly,Asunción,Paraguay
2023-06-18,Netherlands,Italy,2.0,3.0,False,UEFA Nations League,Enschede,Netherlands
2023-06-18,Croatia,Spain,0.0,0.0,True,UEFA Nations League,Rotterdam,Netherlands
2023-06-18,Cabo Verde,Burkina Faso,3.0,1.0,False,African Cup of Nations qualification,Praia,Cape Verde
2023-06-18,Madagascar,Ghana,0.0,0.0,False,African Cup of Nations qualification,Antananarivo,Madagascar
2023-06-18,Uganda,Algeria,1.0,2.0,True,African Cup of Nations qualification,Douala,Cameroon
2023-06-18,Gabon,Congo DR,0.0,2.0,False,African Cup of Nations qualification,Franceville,Gabon
2023-06-19,Indonesia,Argentina,0.0,2.0,False,Friendly,Jakarta,Indonesia
2023-06-19,Jamaica,Jordan,1.0,2.0,True,Friendly,Wiener Neustadt,Austria
2023-06-19,France,Greece,1.0,0.0,False,UEFA Euro qualification,Paris,France
2023-06-19,England,North Macedonia,7.0,0.0,False,UEFA Euro qualification,Manchester,England
2023-06-19,Türkiye,Wales,2.0,0.0,False,UEFA Euro qualification,Samsun,Turkey
2023-06-19,Switzerland,Romania,2.0,2.0,False,UEFA Euro qualification,Lucerne,Switzerland
2023-06-20,Algeria,Tunisia,1.0,1.0,False,Friendly,Annaba,Algeria
2023-06-20,Brazil,Senegal,2.0,4.0,True,Friendly,Lisbon,Portugal
2023-06-20,Ecuador,Costa Rica,3.0,1.0,True,Friendly,Chester,United States
2023-06-20,Germany,Colombia,0.0,2.0,False,Friendly,Gelsenkirchen,Germany
2023-06-20,Haiti,Trinidad and Tobago,0.0,0.0,True,Friendly,Palm Beach Gardens,United States
2023-06-20,Japan,Peru,4.0,1.0,False,Friendly,Suita,Japan
2023-06-20,Korea Republic,El Salvador,1.0,1.0,False,Friendly,Daejeon,South Korea
2023-06-20,Montenegro,Czechia,1.0,4.0,False,Friendly,Podgorica,Montenegro
2023-06-20,Uruguay,Cuba,2.0,0.0,False,Friendly,Montevideo,Uruguay
2023-06-20,Scotland,Georgia,2.0,0.0,False,UEFA Euro qualification,Glasgow,Scotland
2023-06-20,Norway,Cyprus,3.0,1.0,False,UEFA Euro qualification,Oslo,Norway
2023-06-20,Austria,Sweden,2.0,0.0,False,UEFA Euro qualification,Vienna,Austria
2023-06-20,Estonia,Belgium,0.0,3.0,False,UEFA Euro qualification,Tallinn,Estonia
2023-06-20,Iceland,Portugal,0.0,1.0,False,UEFA Euro qualification,Reykjavík,Iceland
2023-06-20,Bosnia and Herzegovina,Luxembourg,0.0,2.0,False,UEFA Euro qualification,Zenica,Bosnia and Herzegovina
2023-06-20,Uzbekistan,Iran,0.0,1.0,False,CAFA Nations Cup,Tashkent,Uzbekistan
2023-06-24,United States,Jamaica,1.0,1.0,False,Gold Cup,Chicago,United States
2023-06-25,Haiti,Qatar,2.0,1.0,True,Gold Cup,Houston,United States
2023-06-25,Mexico,Honduras,4.0,0.0,True,Gold Cup,Houston,United States
2023-06-26,Costa Rica,Panama,1.0,2.0,True,Gold Cup,Fort Lauderdale,United States
2023-06-27,Canada,Guadeloupe,2.0,2.0,False,Gold Cup,Toronto,Canada
2023-06-28,United States,Saint Kitts and Nevis,6.0,0.0,False,Gold Cup,St. Louis,United States
2023-06-29,Qatar,Honduras,1.0,1.0,True,Gold Cup,Glendale,United States
2023-06-29,Haiti,Mexico,1.0,3.0,True,Gold Cup,Glendale,United States
2023-06-30,Martinique,Panama,1.0,2.0,True,Gold Cup,Harrison,United States
2023-07-01,Guatemala,Canada,0.0,0.0,True,Gold Cup,Houston,United States
2023-07-02,United States,Trinidad and Tobago,6.0,0.0,False,Gold Cup,Charlotte,United States
2023-07-02,Honduras,Haiti,2.0,1.0,True,Gold Cup,Charlotte,United States
2023-07-02,Mexico,Qatar,0.0,1.0,True,Gold Cup,Santa Clara,United States
2023-07-04,Panama,El Salvador,2.0,2.0,True,Gold Cup,Houston,United States
2023-07-04,Canada,Cuba,4.0,2.0,True,Gold Cup,Houston,United States
2023-07-05,South Africa,Namibia,1.0,1.0,False,COSAFA Cup,Durban,South Africa
2023-07-08,Panama,Qatar,4.0,0.0,True,Gold Cup,Arlington,United States
2023-07-08,Mexico,Costa Rica,2.0,0.0,True,Gold Cup,Arlington,United States
2023-07-08,South Africa,Botswana,2.0,1.0,False,COSAFA Cup,Durban,South Africa
2023-07-09,United States,Canada,2.0,2.0,False,Gold Cup,Cincinnati,United States
2023-07-11,South Africa,Eswatini,2.0,1.0,False,COSAFA Cup,KwaMashu,South Africa
2023-07-12,United States,Panama,1.0,1.0,False,Gold Cup,San Diego,United States
2023-07-12,Jamaica,Mexico,0.0,3.0,True,Gold Cup,Paradise,United States
2023-07-14,South Africa,Zambia,1.0,2.0,False,COSAFA Cup,Durban,South Africa
2023-07-16,Mexico,Panama,1.0,0.0,True,Gold Cup,Inglewood,United States
2023-07-16,South Africa,Malawi,0.0,0.0,False,COSAFA Cup,Durban,South Africa
2023-08-27,Bolivia,Panama,1.0,2.0,False,Friendly,Cochabamba,Bolivia
2023-09-07,Trinidad and Tobago,Curaçao,1.0,0.0,False,CONCACAF Nations League,Port of Spain,Trinidad and Tobago
2023-09-07,Panama,Martinique,3.0,0.0,False,CONCACAF Nations League,Panama City,Panama
2023-09-07,Colombia,Venezuela,1.0,0.0,False,FIFA World Cup qualification,Barranquilla,Colombia
2023-09-07,Paraguay,Peru,0.0,0.0,False,FIFA World Cup qualification,Ciudad del Este,Paraguay
2023-09-07,Argentina,Ecuador,1.0,0.0,False,FIFA World Cup qualification,Buenos Aires,Argentina
2023-09-07,Austria,Moldova,1.0,1.0,False,Friendly,Pasching,Austria
2023-09-07,Bulgaria,Iran,0.0,1.0,False,Friendly,Plovdiv,Bulgaria
2023-09-07,Norway,Jordan,6.0,0.0,False,Friendly,Oslo,Norway
2023-09-07,Qatar,Kenya,1.0,2.0,False,Friendly,Al Wakrah,Qatar
2023-09-07,Wales,Korea Republic,0.0,0.0,False,Friendly,Cardiff,Wales
2023-09-07,Ghana,Central African Republic,2.0,1.0,False,African Cup of Nations qualification,Kumasi,Ghana
2023-09-07,Algeria,Tanzania,0.0,0.0,False,African Cup of Nations qualification,Annaba,Algeria
2023-09-07,Tunisia,Botswana,3.0,0.0,False,African Cup of Nations qualification,Radès,Tunisia
2023-09-07,France,Ireland,2.0,0.0,False,UEFA Euro qualification,Paris,France
2023-09-07,Netherlands,Greece,3.0,0.0,False,UEFA Euro qualification,Eindhoven,Netherlands
2023-09-07,Czechia,Albania,1.0,1.0,False,UEFA Euro qualification,Prague,Czech Republic
2023-09-07,Iraq,India,2.0,2.0,True,King's Cup,Chiang Mai,Thailand
2023-09-08,Haiti,Cuba,0.0,0.0,True,CONCACAF Nations League,Santo Domingo,Dominican Republic
2023-09-08,Uruguay,Chile,3.0,1.0,False,FIFA World Cup qualification,Montevideo,Uruguay
2023-09-08,Brazil,Bolivia,5.0,1.0,False,FIFA World Cup qualification,Belém,Brazil
2023-09-08,Costa Rica,Saudi Arabia,3.0,1.0,True,Friendly,Newcastle,England
2023-09-08,Egypt,Ethiopia,1.0,0.0,False,African Cup of Nations qualification,Cairo,Egypt
2023-09-08,Georgia,Spain,1.0,7.0,False,UEFA Euro qualification,Tbilisi,Georgia
2023-09-08,Cyprus,Scotland,0.0,3.0,False,UEFA Euro qualification,Larnaca,Cyprus
2023-09-08,Croatia,Latvia,5.0,0.0,False,UEFA Euro qualification,Rijeka,Croatia
2023-09-08,Türkiye,Armenia,1.0,1.0,False,UEFA Euro qualification,Eskişehir,Turkey
2023-09-08,Bosnia and Herzegovina,Liechtenstein,2.0,1.0,False,UEFA Euro qualification,Zenica,Bosnia and Herzegovina
2023-09-08,Slovakia,Portugal,0.0,1.0,False,UEFA Euro qualification,Bratislava,Slovakia
2023-09-09,Germany,Japan,1.0,4.0,False,Friendly,Wolfsburg,Germany
2023-09-09,Mexico,Australia,2.0,2.0,True,Friendly,Arlington,United States
2023-09-09,South Africa,Namibia,0.0,0.0,False,Friendly,Johannesburg,South Africa
2023-09-09,United States,Uzbekistan,3.0,0.0,False,Friendly,St. Louis,United States
2023-09-09,Côte d'Ivoire,Lesotho,1.0,0.0,False,African Cup of Nations qualification,San-Pédro,Ivory Coast
2023-09-09,Congo DR,Sudan,2.0,0.0,False,African Cup of Nations qualification,Kinshasa,DR Congo
2023-09-09,Rwanda,Senegal,1.0,1.0,False,African Cup of Nations qualification,Butare,Rwanda
2023-09-09,Ukraine,England,1.0,1.0,True,UEFA Euro qualification,Wrocław,Poland
2023-09-09,Azerbaijan,Belgium,0.0,1.0,False,UEFA Euro qualification,Baku,Azerbaijan
2023-09-09,Estonia,Sweden,0.0,5.0,False,UEFA Euro qualification,Tallinn,Estonia
2023-09-09,Kosovo,Switzerland,2.0,2.0,False,UEFA Euro qualification,Pristina,Kosovo
2023-09-10,Guatemala,Panama,1.0,1.0,False,CONCACAF Nations League,Guatemala City,Guatemala
2023-09-10,Martinique,Curaçao,1.0,0.0,False,CONCACAF Nations League,Fort-de-France,Martinique
2023-09-10,Hungary,Czechia,1.0,1.0,False,Friendly,Budapest,Hungary
2023-09-10,Togo,Cabo Verde,3.0,2.0,False,African Cup of Nations qualification,Lomé,Togo
2023-09-10,Ireland,Netherlands,1.0,2.0,False,UEFA Euro qualification,Dublin,Republic of Ireland
2023-09-10,Thailand,Iraq,2.0,2.0,False,King's Cup,Chiang Mai,Thailand
2023-09-11,Armenia,Croatia,0.0,1.0,False,UEFA Euro qualification,Yerevan,Armenia
2023-09-11,Iceland,Bosnia and Herzegovina,1.0,0.0,False,UEFA Euro qualification,Reykjavík,Iceland
2023-09-11,Portugal,Luxembourg,9.0,0.0,False,UEFA Euro qualification,São João da Venda,Portugal
2023-09-12,Jamaica,Haiti,2.0,2.0,False,CONCACAF Nations League,Kingston,Jamaica
2023-09-12,Bolivia,Argentina,0.0,3.0,False,FIFA World Cup qualification,La Paz,Bolivia
2023-09-12,Ecuador,Uruguay,2.0,1.0,False,FIFA World Cup qualification,Quito,Ecuador
2023-09-12,Venezuela,Paraguay,1.0,0.0,False,FIFA World Cup qualification,Maturín,Venezuela
2023-09-12,Peru,Brazil,0.0,1.0,False,FIFA World Cup qualification,Lima,Peru
2023-09-12,Chile,Colombia,0.0,0.0,False,FIFA World Cup qualification,Santiago,Chile
2023-09-12,Azerbaijan,Jordan,2.0,1.0,False,Friendly,Baku,Azerbaijan
2023-09-12,Egypt,Tunisia,1.0,3.0,False,Friendly,Cairo,Egypt
2023-09-12,Germany,France,2.0,1.0,False,Friendly,Dortmund,Germany
2023-09-12,Qatar,Russia,1.0,1.0,False,Friendly,Al Wakrah,Qatar
2023-09-12,Ghana,Liberia,3.0,1.0,False,Friendly,Accra,Ghana
2023-09-12,Iran,Angola,4.0,0.0,False,Friendly,Tehran,Iran
2023-09-12,Japan,Türkiye,4.0,2.0,True,Friendly,Genk,Belgium
2023-09-12,Korea Republic,Saudi Arabia,1.0,0.0,True,Friendly,Newcastle,England
2023-09-12,Mexico,Uzbekistan,3.0,3.0,True,Friendly,Atlanta,United States
2023-09-12,Morocco,Burkina Faso,1.0,0.0,True,Friendly,Lens,France
2023-09-12,Scotland,England,1.0,3.0,False,Friendly,Glasgow,Scotland
2023-09-12,Senegal,Algeria,0.0,1.0,False,Friendly,Diamniadio,Senegal
2023-09-12,South Africa,Congo DR,1.0,0.0,False,Friendly,Johannesburg,South Africa
2023-09-12,United States,Oman,4.0,0.0,False,Friendly,Saint Paul,United States
2023-09-12,Norway,Georgia,2.0,1.0,False,UEFA Euro qualification,Oslo,Norway
2023-09-12,Spain,Cyprus,6.0,0.0,False,UEFA Euro qualification,Granada,Spain
2023-09-12,Belgium,Estonia,5.0,0.0,False,UEFA Euro qualification,Brussels,Belgium
2023-09-12,Sweden,Austria,1.0,3.0,False,UEFA Euro qualification,Stockholm,Sweden
2023-09-12,Switzerland,Andorra,3.0,0.0,False,UEFA Euro qualification,Sion,Switzerland
2023-10-12,Suriname,Haiti,1.0,1.0,False,CONCACAF Nations League,Paramaribo,Suriname
2023-10-12,Colombia,Uruguay,2.0,2.0,False,FIFA World Cup qualification,Barranquilla,Colombia
2023-10-12,Bolivia,Ecuador,1.0,2.0,False,FIFA World Cup qualification,La Paz,Bolivia
2023-10-12,Argentina,Paraguay,1.0,0.0,False,FIFA World Cup qualification,Buenos Aires,Argentina
2023-10-12,Brazil,Venezuela,1.0,1.0,False,FIFA World Cup qualification,Cuiabá,Brazil
2023-10-12,Algeria,Cabo Verde,5.0,1.0,False,Friendly,Constantine,Algeria
2023-10-12,Egypt,Zambia,1.0,0.0,True,Friendly,Al Ain,United Arab Emirates
2023-10-12,Sweden,Moldova,3.0,1.0,False,Friendly,Stockholm,Sweden
2023-10-12,Spain,Scotland,2.0,0.0,False,UEFA Euro qualification,Seville,Spain
2023-10-12,Cyprus,Norway,0.0,4.0,False,UEFA Euro qualification,Larnaca,Cyprus
2023-10-12,Croatia,Türkiye,0.0,1.0,False,UEFA Euro qualification,Osijek,Croatia
2023-10-12,Albania,Czechia,3.0,0.0,False,UEFA Euro qualification,Tirana,Albania
2023-10-13,Curaçao,Panama,1.0,2.0,False,CONCACAF Nations League,Willemstad,Curaçao
2023-10-13,Congo DR,New Zealand,1.0,1.0,True,Friendly,Murcia,Spain
2023-10-13,England,Australia,1.0,0.0,False,Friendly,London,England
2023-10-13,Iraq,Qatar,0.0,0.0,True,Friendly,Amman,Jordan
2023-10-13,Japan,Canada,4.0,1.0,False,Friendly,Niigata,Japan
2023-10-13,Korea Republic,Tunisia,4.0,0.0,False,Friendly,Seoul,South Korea
2023-10-13,Nigeria,Saudi Arabia,2.0,2.0,True,Friendly,Portimão,Portugal
2023-10-13,South Africa,Eswatini,0.0,0.0,False,Friendly,Johannesburg,South Africa
2023-10-13,Vietnam,Uzbekistan,0.0,2.0,True,Friendly,Dalian,China PR
2023-10-13,Netherlands,France,1.0,2.0,False,UEFA Euro qualification,Amsterdam,Netherlands
2023-10-13,Austria,Belgium,2.0,3.0,False,UEFA Euro qualification,Vienna,Austria
2023-10-13,Portugal,Slovakia,3.0,2.0,False,UEFA Euro qualification,Porto,Portugal
2023-10-13,Liechtenstein,Bosnia and Herzegovina,0.0,2.0,False,UEFA Euro qualification,Vaduz,Liechtenstein
2023-10-14,Côte d'Ivoire,Morocco,1.0,1.0,False,Friendly,Abidjan,Ivory Coast
2023-10-14,Mexico,Ghana,2.0,0.0,True,Friendly,Charlotte,United States
2023-10-14,United States,Germany,1.0,3.0,False,Friendly,East Hartford,United States
2023-10-15,Haiti,Jamaica,2.0,3.0,True,CONCACAF Nations League,Port of Spain,Trinidad and Tobago
2023-10-15,Norway,Spain,0.0,1.0,False,UEFA Euro qualification,Oslo,Norway
2023-10-15,Wales,Croatia,2.0,1.0,False,UEFA Euro qualification,Cardiff,Wales
2023-10-15,Türkiye,Latvia,4.0,0.0,False,UEFA Euro qualification,Konya,Turkey
2023-10-15,Czechia,Faroe Islands,1.0,0.0,False,UEFA Euro qualification,Plzeň,Czech Republic
2023-10-15,Switzerland,Belarus,3.0,3.0,False,UEFA Euro qualification,St. Gallen,Switzerland
2023-10-16,Algeria,Egypt,1.0,1.0,True,Friendly,Al Ain,United Arab Emirates
2023-10-16,China PR,Uzbekistan,1.0,2.0,False,Friendly,Dalian,China PR
2023-10-16,Senegal,Cameroon,1.0,0.0,True,Friendly,Lens,France
2023-10-16,Greece,Netherlands,0.0,1.0,False,UEFA Euro qualification,Athens,Greece
2023-10-16,Azerbaijan,Austria,0.0,1.0,False,UEFA Euro qualification,Baku,Azerbaijan
2023-10-16,Belgium,Sweden,1.0,1.0,False,UEFA Euro qualification,Brussels,Belgium
2023-10-16,Bosnia and Herzegovina,Portugal,0.0,5.0,False,UEFA Euro qualification,Zenica,Bosnia and Herzegovina
2023-10-17,Panama,Guatemala,3.0,0.0,False,CONCACAF Nations League,Panama City,Panama
2023-10-17,Curaçao,Trinidad and Tobago,5.0,3.0,False,CONCACAF Nations League,Willemstad,Curaçao
2023-10-17,Ecuador,Colombia,0.0,0.0,False,FIFA World Cup qualification,Quito,Ecuador
2023-10-17,Paraguay,Bolivia,1.0,0.0,False,FIFA World Cup qualification,Asunción,Paraguay
2023-10-17,Peru,Argentina,0.0,2.0,False,FIFA World Cup qualification,Lima,Peru
2023-10-17,Uruguay,Brazil,2.0,0.0,False,FIFA World Cup qualification,Montevideo,Uruguay
2023-10-17,Angola,Congo DR,0.0,0.0,True,Friendly,Setúbal,Portugal
2023-10-17,Australia,New Zealand,2.0,0.0,True,Soccer Ashes,Brentford,England
2023-10-17,Cabo Verde,Comoros,1.0,2.0,False,Friendly,Fos-sur-Mer,Cape Verde
2023-10-17,France,Scotland,4.0,1.0,False,Friendly,Lille,France
2023-10-17,Côte d'Ivoire,South Africa,1.0,1.0,False,Friendly,Abidjan,Ivory Coast
2023-10-17,Korea Republic,Vietnam,6.0,0.0,False,Friendly,Suwon,South Korea
2023-10-17,Mali,Saudi Arabia,3.0,1.0,True,Friendly,Portimão,Portugal
2023-10-17,Mexico,Germany,2.0,2.0,True,Friendly,Philadelphia,United States
2023-10-17,United States,Ghana,4.0,0.0,False,Friendly,Nashville,United States
2023-10-17,Morocco,Liberia,3.0,0.0,False,African Cup of Nations qualification,Agadir,Morocco
2023-10-17,England,Italy,3.0,1.0,False,UEFA Euro qualification,London,England
2023-11-15,Congo DR,Mauritania,2.0,0.0,False,FIFA World Cup qualification,Kinshasa,DR Congo
2023-11-15,Belgium,Serbia,1.0,0.0,False,Friendly,Leuven,Belgium
2023-11-15,Israel,Switzerland,1.0,1.0,True,UEFA Euro qualification,Felcsút,Hungary
2023-11-16,Costa Rica,Panama,0.0,3.0,False,CONCACAF Nations League,San José,Costa Rica
2023-11-16,United States,Trinidad and Tobago,3.0,0.0,False,CONCACAF Nations League,Austin,United States
2023-11-16,Venezuela,Ecuador,0.0,0.0,False,FIFA World Cup qualification,Maturín,Venezuela
2023-11-16,Colombia,Brazil,2.0,1.0,False,FIFA World Cup qualification,Barranquilla,Colombia
2023-11-16,Argentina,Uruguay,0.0,2.0,False,FIFA World Cup qualification,Buenos Aires,Argentina
2023-11-16,Chile,Paraguay,0.0,0.0,False,FIFA World Cup qualification,Santiago,Chile
2023-11-16,Qatar,Afghanistan,8.0,1.0,False,FIFA World Cup qualification,Al Rayyan,Qatar
2023-11-16,Japan,Myanmar,5.0,0.0,False,FIFA World Cup qualification,Suita,Japan
2023-11-16,Korea Republic,Singapore,5.0,0.0,False,FIFA World Cup qualification,Seoul,South Korea
2023-11-16,Iran,Hong Kong,4.0,0.0,False,FIFA World Cup qualification,Tehran,Iran
2023-11-16,Turkmenistan,Uzbekistan,1.0,3.0,False,FIFA World Cup qualification,Ashgabat,Turkmenistan
2023-11-16,Iraq,Indonesia,5.0,1.0,False,FIFA World Cup qualification,Basra,Iraq
2023-11-16,Tajikistan,Jordan,1.0,1.0,False,FIFA World Cup qualification,Dushanbe,Tajikistan
2023-11-16,Saudi Arabia,Pakistan,4.0,0.0,False,FIFA World Cup qualification,Al Hofuf,Saudi Arabia
2023-11-16,Australia,Bangladesh,7.0,0.0,False,FIFA World Cup qualification,Melbourne,Australia
2023-11-16,Egypt,Djibouti,6.0,0.0,False,FIFA World Cup qualification,Cairo,Egypt
2023-11-16,Cabo Verde,Angola,0.0,0.0,False,FIFA World Cup qualification,Praia,Cape Verde
2023-11-16,Algeria,Somalia,3.0,1.0,False,FIFA World Cup qualification,Algiers,Algeria
2023-11-16,Curaçao,El Salvador,1.0,1.0,False,Friendly,Willemstad,Curaçao
2023-11-16,Norway,Faroe Islands,2.0,0.0,False,Friendly,Oslo,Norway
2023-11-16,Cyprus,Spain,1.0,3.0,False,UEFA Euro qualification,Limassol,Cyprus
2023-11-16,Georgia,Scotland,2.0,2.0,False,UEFA Euro qualification,Tbilisi,Georgia
2023-11-16,Estonia,Austria,0.0,2.0,False,UEFA Euro qualification,Tallinn,Estonia
2023-11-16,Azerbaijan,Sweden,3.0,0.0,False,UEFA Euro qualification,Baku,Azerbaijan
2023-11-16,Liechtenstein,Portugal,0.0,2.0,False,UEFA Euro qualification,Vaduz,Liechtenstein
2023-11-16,Luxembourg,Bosnia and Herzegovina,4.0,1.0,False,UEFA Euro qualification,Luxembourg,Luxembourg
2023-11-17,Honduras,Mexico,2.0,0.0,False,CONCACAF Nations League,Tegucigalpa,Honduras
2023-11-17,Côte d'Ivoire,Seychelles,9.0,0.0,False,FIFA World Cup qualification,Abidjan,Ivory Coast
2023-11-17,Tunisia,São Tomé and Príncipe,4.0,0.0,False,FIFA World Cup qualification,Radès,Tunisia
2023-11-17,Ghana,Madagascar,1.0,0.0,False,FIFA World Cup qualification,Kumasi,Ghana
2023-11-17,Greece,New Zealand,2.0,0.0,False,Friendly,Athens,Greece
2023-11-17,England,Malta,2.0,0.0,False,UEFA Euro qualification,London,England
2023-11-17,Poland,Czechia,1.0,1.0,False,UEFA Euro qualification,Warsaw,Poland
2023-11-18,Jamaica,Canada,1.0,2.0,False,CONCACAF Nations League,Kingston,Jamaica
2023-11-18,Senegal,South Sudan,4.0,0.0,False,FIFA World Cup qualification,Diamniadio,Senegal
2023-11-18,South Africa,Benin,2.0,1.0,False,FIFA World Cup qualification,Durban,South Africa
2023-11-18,Germany,Türkiye,2.0,3.0,False,Friendly,Berlin,Germany
2023-11-18,France,Gibraltar,14.0,0.0,False,UEFA Euro qualification,Nice,France
2023-11-18,Netherlands,Ireland,1.0,0.0,False,UEFA Euro qualification,Amsterdam,Netherlands
2023-11-18,Latvia,Croatia,0.0,2.0,False,UEFA Euro qualification,Riga,Latvia
2023-11-18,Switzerland,Kosovo,1.0,1.0,False,UEFA Euro qualification,Basel,Switzerland
2023-11-19,Sierra Leone,Egypt,0.0,2.0,True,FIFA World Cup qualification,Monrovia,Liberia
2023-11-19,Sudan,Congo DR,1.0,0.0,True,FIFA World Cup qualification,Benghazi,Libya
2023-11-19,Mozambique,Algeria,0.0,2.0,False,FIFA World Cup qualification,Maputo,Mozambique
2023-11-19,Scotland,Norway,3.0,3.0,False,UEFA Euro qualification,Glasgow,Scotland
2023-11-19,Spain,Georgia,3.0,1.0,False,UEFA Euro qualification,Valladolid,Spain
2023-11-19,Belgium,Azerbaijan,5.0,0.0,False,UEFA Euro qualification,Brussels,Belgium
2023-11-19,Sweden,Estonia,2.0,0.0,False,UEFA Euro qualification,Stockholm,Sweden
2023-11-19,Portugal,Iceland,2.0,0.0,False,UEFA Euro qualification,Lisbon,Portugal
2023-11-19,Bosnia and Herzegovina,Slovakia,1.0,2.0,False,UEFA Euro qualification,Zenica,Bosnia and Herzegovina
2023-11-20,Panama,Costa Rica,3.0,1.0,False,CONCACAF Nations League,Panama City,Panama
2023-11-20,Trinidad and Tobago,United States,2.0,1.0,False,CONCACAF Nations League,Port of Spain,Trinidad and Tobago
2023-11-20,Gambia,Côte d'Ivoire,0.0,2.0,True,FIFA World Cup qualification,Dar es Salaam,Tanzania
2023-11-20,Curaçao,El Salvador,1.0,1.0,False,Friendly,Willemstad,Curaçao
2023-11-20,North Macedonia,England,1.0,1.0,False,UEFA Euro qualification,Skopje,North Macedonia
2023-11-20,Czechia,Moldova,3.0,0.0,False,UEFA Euro qualification,Olomouc,Czech Republic
2023-11-21,Canada,Jamaica,2.0,3.0,False,CONCACAF Nations League,Toronto,Canada
2023-11-21,Mexico,Honduras,2.0,0.0,False,CONCACAF Nations League,Mexico City,Mexico
2023-11-21,Ecuador,Chile,1.0,0.0,False,FIFA World Cup qualification,Quito,Ecuador
2023-11-21,Paraguay,Colombia,0.0,1.0,False,FIFA World Cup qualification,Asunción,Paraguay
2023-11-21,Uruguay,Bolivia,3.0,0.0,False,FIFA World Cup qualification,Montevideo,Uruguay
2023-11-21,Brazil,Argentina,0.0,1.0,False,FIFA World Cup qualification,Rio de Janeiro,Brazil
2023-11-21,India,Qatar,0.0,3.0,False,FIFA World Cup qualification,Bhubaneswar,India
2023-11-21,Syria,Japan,0.0,5.0,True,FIFA World Cup qualification,Jeddah,Saudi Arabia
2023-11-21,China PR,Korea Republic,0.0,3.0,False,FIFA World Cup qualification,Shenzhen,China PR
2023-11-21,Uzbekistan,Iran,2.0,2.0,False,FIFA World Cup qualification,Tashkent,Uzbekistan
2023-11-21,Vietnam,Iraq,0.0,1.0,False,FIFA World Cup qualification,Hanoi,Vietnam
2023-11-21,Jordan,Saudi Arabia,0.0,2.0,False,FIFA World Cup qualification,Amman,Jordan
2023-11-21,Palestine,Australia,0.0,1.0,True,FIFA World Cup qualification,Kuwait City,Kuwait
2023-11-21,Togo,Senegal,0.0,0.0,False,FIFA World Cup qualification,Lomé,Togo
2023-11-21,Rwanda,South Africa,2.0,0.0,False,FIFA World Cup qualification,Butare,Rwanda
2023-11-21,Eswatini,Cabo Verde,0.0,2.0,True,FIFA World Cup qualification,Mbombela,South Africa
2023-11-21,Tanzania,Morocco,0.0,2.0,False,FIFA World Cup qualification,Dar es Salaam,Tanzania
2023-11-21,Malawi,Tunisia,0.0,1.0,False,FIFA World Cup qualification,Lilongwe,Malawi
2023-11-21,Comoros,Ghana,1.0,0.0,False,FIFA World Cup qualification,Moroni,Comoros
2023-11-21,Austria,Germany,2.0,0.0,False,Friendly,Vienna,Austria
2023-11-21,Ireland,New Zealand,1.0,1.0,False,Friendly,Dublin,Republic of Ireland
2023-11-21,Gibraltar,Netherlands,0.0,6.0,True,UEFA Euro qualification,Faro-Loulé,Portugal
2023-11-21,Greece,France,2.0,2.0,False,UEFA Euro qualification,Athens,Greece
2023-11-21,Wales,Türkiye,1.0,1.0,False,UEFA Euro qualification,Cardiff,Wales
2023-11-21,Croatia,Armenia,1.0,0.0,False,UEFA Euro qualification,Zagreb,Croatia
2023-11-21,Romania,Switzerland,1.0,0.0,False,UEFA Euro qualification,Bucharest,Romania
2023-12-16,Mexico,Colombia,2.0,3.0,True,Friendly,Los Angeles,United States
2024-01-01,Japan,Thailand,5.0,0.0,False,Friendly,Tokyo,Japan
2024-01-04,Saudi Arabia,Lebanon,1.0,0.0,True,Friendly,Doha,Qatar
2024-01-05,Iran,Burkina Faso,2.0,1.0,False,Friendly,Kish,Iran
2024-01-05,Qatar,Jordan,1.0,2.0,False,Friendly,Al Rayyan,Qatar
2024-01-05,Togo,Algeria,0.0,3.0,False,Friendly,Lomé,Togo
